K,topic,rank,term,weight
15,11,12,way,0.35445904085615126
15,11,13,like,0.35368705251562677
15,11,14,installed,0.3479293379245302
15,11,15,py,0.3185831582812928
15,12,1,server,0.7240287177407835
15,12,2,socket,0.5154364264630109
15,12,3,database,0.5031601488290455
15,12,4,db,0.4977874263363706
15,12,5,connection,0.4833486378556091
15,12,6,connect,0.48244186833827835
15,12,7,client,0.46077253498856513
15,12,8,cursor,0.404974898889327
15,12,9,data,0.4003672006879374
15,12,10,port,0.38302073036881934
15,12,11,send,0.3724906137158574
15,12,12,query,0.3424907007333127
15,12,13,host,0.33729792369253125
15,12,14,mysql,0.33196670435468456
15,12,15,execute,0.32960856332785526
15,13,1,00,0.7927934075930436
15,13,2,10,0.5731294403510065
15,13,3,12,0.5691301432714433
15,13,4,01,0.5373972145012686
15,13,5,11,0.5185001659642984
15,13,6,datetime,0.45313972707819933
15,13,7,date,0.44668246834493536
15,13,8,00 00,0.44486254334555897
15,13,9,15,0.44455091987452305
15,13,10,13,0.4243721765050918
15,13,11,14,0.37968959429093985
15,13,12,02,0.3724496753976906
15,13,13,20,0.36350564418587794
15,13,14,30,0.34446502160185627
15,13,15,16,0.33824982542823373
15,14,1,plt,1.0172589230586928
15,14,2,plot,0.94073090337992
15,14,3,matplotlib,0.924251420796149
15,14,4,ax,0.44579168292664656
15,14,5,pyplot,0.4115457199171598
15,14,6,fig,0.40936529610369454
15,14,7,import matplotlib,0.3976171952822554
15,14,8,figure,0.3830518960282143
15,14,9,matplotlib pyplot,0.35917447590946894
15,14,10,axis,0.3379530867615704
15,14,11,pyplot plt,0.3336195615708409
15,14,12,import,0.312343118358493
15,14,13,color,0.3008825317565149
15,14,14,np,0.29094105083541977
15,14,15,plt figure,0.25748481161861764
