Id,dominant_topic,topic_prob
234695,2,0.5249774628084818
235191,5,0.5249999046849515
235416,3,0.2750002145372045
235435,1,0.5499859866938703
236205,3,0.2750000091112918
236359,3,0.6999999999979901
236407,8,0.36666667217961213
236692,3,0.3666666182745969
236859,7,0.699999999997058
237079,3,0.27500000192667673
237128,2,0.5249755960113331
237155,1,0.27500002375527355
237209,7,0.699999999997058
237211,1,0.36665909069531144
237235,9,0.5249925577980517
237432,2,0.5249771980018445
237699,7,0.5249846566343196
237731,7,0.36666667049278595
237859,0,0.5249999866439703
237876,1,0.2750002218511425
238081,4,0.3666668449257461
238102,4,0.27500001804346164
238151,8,0.46021048973416184
238223,1,0.5249589624735446
238600,4,0.36666666342206067
238697,6,0.36666667237670403
238882,9,0.5249962480740976
239009,0,0.5250000035402066
239020,1,0.5249737812677419
